text,hate_label,topic_label
"@KoomarShah The World told us Modi was not the Right Choice did we listen ? Voted them back again sorry their Machines Voted this time. ""Five more years of Narendra Modi will take India to a dark place"" URL",0,politics
"Kaduna State Assembly passes bill to grant Pastors, Imams license before preaching URL URL",0,religion
These girls mad annoying and confusing. Leave me alone :(,0,gender
Just seen a nigga claim he from the hood with colored eye contacts and blonde hair 😂😂😂😂😂😂😂,0,race
"She's poor and probably does not have a means to survive. She had two kids out of wedlock and they are hungry, so she stole this unripe banana in another woman's farm to cook and survive with her two children. URL",0,others
"@EriKonstantine I don't want her behind bars at ALLL nobody deserves to be in jail unless they've literally physically harmed someone or is a threat to society, she's just a rich lady who abused her wealth. Jail ruins people",0,others
Niggas who persistently tweet to pander to women are all predators in real life. Overcompensating.,0,gender
@awejones Fuck him right off you were baptized by satan the minute you sucked a dick 🤣,1,others
bro if you keep fuckin vibin with me i SWEAR imma fuckin THROAT your dick 🚫🧢,0,others
@kimjunnbottom Bitch they're asian.,0,race
Satan reserved the lowest level of hell for people like these.  Hope this bitch suffers in the afterlife URL,0,others
"A fantastic resource for anyone going to @edfringe and hoping to catch some lgbt+ friendly shows! Keep an eye on their website for recomendations, interviews, reviews and so much more! URL",0,sexual orientation
Bro what is up with ppl and abusing they're fucking animals!? If they annoy you don't fucking have one period!! I'll square up with this hoe!,0,others
"@AmyMek Wow, we invite in this chaos and culture war. Europe is much worse. Thank God for DJT. Yet, it may be too late even for him. The liberal elites want civil war here in the USA and in Europe. The big question is, who will survive when Sharia is enforced? Philippians 1:21",0,religion
"@HoodSocialism Homophobes deserve a punch in the mouth, no children at all",0,sexual orientation
@mindstatex @skylark_bitcoin it's about the immigration that flows to Germany,0,immigration
"This surah taught me how to live , every Muslim needs to know what this surah teaches , Alhamdulillah for the Holy Quran💗 URL",0,religion
I've just posted a new blog: Black MILF Neva Too Old To Drop That AZZ n URL,0,gender
Show a nigga you care and watch him hurt your feelings.,0,race
#chastity #locked #plugged #teamlocked #gay #gaychastity URL,0,sexual orientation
If I start losing my bitch gon grab the tooly and let that hoe go off,1,gender
She'll never be the female wayne nigga. Wayne birth generations held hip hop and rap in the palm of his hand for 10 plus years fuck yall niggas be smokin when yall tweet dumb shit like this....she not even half of wayne lyrically n creatively 🤦🏾‍♂️🤦🏾‍♂️,0,gender
niggas fuck off but want they bitch perfect,1,gender
the vatican must be completely raided every filthy square inch URL,0,religion
Now I have to file for unemployment just to get health insurance temporarily because if you are without insurance You get fined. #healthcare system is a fuckin joke,0,others
"#SpiritualFriendOfMillions  Saint Ram Rahim is a true spiritual friend of millions. He guides all of us to live a better life, to stay away from the wrong things, & to always be attached to God, Allah, Waheguru, Rab, Khuda.  @Gurmeetramrahim ji  @derasachasauda URL",0,religion
🔞🍓💕 🍓 Online date? More photos and videos free registration I am looking for a guy with a big dick;) Do You want to fuck me;) Do You have a big dick ?! Rather go to the site there are many wet pussies! ;) 💦 #booty #mg URL,0,others
Marvel confirms that Valkyrie is MCU's first openly LGBTQ superhero URL,0,sexual orientation
"@NancyLeeGrahn @IvankaTrump Oh look another white woman white knighting for PoC. You're twice as white as that dog. And I noticed you are familiar with the Nazi jargon. So suspicious. I bet you are secretly in the KKK. You look like it. Come at me, scrub.",0,race
"PTI is the only true symbol of federation in Pakistan today. Hope for a great win and new beginning of development, peace and prosperity in tribal districts.  Vote for an equitable Pakistan. 🇵🇰 #Vote4Bat URL",0,others
This Trump shit is white peoples Karma for letting they wild cousins run free and unchecked. And sitting back silently so they dont lose their privilege. 😬,1,race
mosquito deadass piss me off blud if u gonna suck sumn suck my dick at least God dayumm 😤,1,religion
"@uthamankp @thewire_in Gang of Muslim bikers Vandalise Petrol Pump, Lynch the Staff and Spread Terror in Mumbai : URL",0,religion
An amazing Friday with an amazing wish this Friday is the last Fariday of Ramadan so celebrated in thanking Allahjj almighty for awarding us this special month which belongs #Jumma_tul_wida 😇 URL,0,religion
"Most of the civilian casualties were apparently inflicted during Afghan and NATO operations against insurgents, such as airstrikes and night raids on militant hideouts. URL via @HuffPost And why do Arabs hate us? I dunno...I can't figure it out. Can you?",0,others
Bitch shut your anal up,0,gender
It ain't no love for my type of niggas,0,others
"The New Arab Meets - 'Mounir Baatour, a prominent lawyer and co-founder of #Tunisia's first official LGBT+ organisation, who has launched his bid for presidency, calling for a more inclusive society' URL",0,sexual orientation
can't trust niggas who abandon they kids,0,gender
@_kelgould Especially if you're a whore and hanging out with losers with diseases and acting like it's no big deal 🙈😒,1,others
"men are so fake to each other, sometimes more than girls lmfao",0,gender
They gotta go. These four are the most vile women I've ever come across in my life.,1,gender
"Has India rejected Congress definition of a liberal India?  Watch the special edition of #Viewpoint tonight at 8 PM with @salman7khurshid, joined by @asadowaisi, @NalinSKohli & our host @bhupendrachaube URL",0,politics
fuck bitch pussy ass motherfucking damn bitch fuck shit,1,gender
There's nothing racist about striving to preserve your country's culture in the face of mass immigration from incompatible cultures. Stop making this about skin colour when it's almost exclusively about values and ideas.,0,immigration
He Fucked Me Hard In The Shower And Came On My Big Tits - Mini Diva @MiniDivaOnly  URL URL,1,gender
@Franklin_Graham @realDonaldTrump so are you saying that this is what God would do? would God keep Christians out of of the U.S. because they can't speak english or don't have high skills? My God loves his children.,0,religion
when someone asks what's for dinner tonight: #nsfw #trap #femboy #gay URL,0,sexual orientation
And still deafening silence from Imran Khan at Islamabad to Bilawal Bhutto Govt in Sindh. This shocking news might have caused huge hue&cry and emergency in any decent country. In Pakistan business is as usual bcz these are children of lesser god who r counted only @ polls time. URL,0,politics
"My biggest fear always been getting pregnant by a loser nigga , so I ain't messing with no loser nigga .",0,race
thinking about men with clits men with dicks and just pussies in general 🐹💕 URL,0,gender
black male: *enjoying his shopping trip* old white women: URL,0,race
Send Ilhan back to Somalia.,1,others
Fuck your @realDonaldTrump you're the reason why hate crime has been on the rise. The day you came down the escalator and called Mexicans rapist & murderers is the day you invited all the racist & white nationalist to the fold. Words matter & you're the culprit behind it all.,0,others
It'd be better if halal kosher etc were to be banned 😉😉 URL,0,religion
@conservativma @ToscaAusten #Taliban much?,0,others
go get ur validation and hype from ur yes man. half of u turn to yes men when money involved. suck my dick clean bitch,1,gender
#LaxmmiBomb: @AkshayKumar's transgender look surprises and shocks his fans URL,0,gender
"@breadbowlbitch @dontlikeflies @AliceAvizandum @Glinner I'm not particularly anti-anyone in particular, despite your attempt to paint me as such. I'm just anti ""forcing people to follow rules that are inconsistently applied and never explained"".",0,others
@RedGreenDidymus @scrowder No problem. You have my permission to resume smearing your own shit on the wall and masturbating in your own filth. You fucking inbred.,1,race
Fuck them boys,0,gender
i've been bullying bottoms all day someone t*p me and shut me up,0,gender
This dumb pubic hair headass needs a ass whooping. 1. You're disrespecting your mother. 2. You're wasting good eatable food while people are dying of starvation. 3. You laugh like a donkey. bitch.,1,gender
Who's gassing up these pussy niggas to act hard,1,gender
@_girlthats_tiny Yea it ain't get into detail like dis doe dis shit touched me fr man. Dem young boys ain't deserve dat shit,0,gender
@izzyjaxon the fact that people feel the need to compare everyone to zendaya in the first place just shows how threatening her beauty is,0,others
"@MorningWoodRed Well, women have mostly remained the same...see the story of Adam's Eve, or Lot's wife. Social norm just encourages female nature to be more covert. However, men's awareness, and sense of self has developed in more positive directions, thanks to men like @RationalMale",0,gender
HE'S A FUCKING PSYCHOTIC INCEL WHO DESERVES TO FUCKING PERISH,1,others
"Ah nigga don't hate me cause I'm beautiful nigga. Maybe if you got rid of that old yee - yee ass haircut, you'd get some bitches on yo dick. Oh, better yet, maybe Tanisha'll call your dog ass if she stops fuckin' with that brain surgeon or lawyer she fucking with. ~niggaaaaa~",0,others
"@ElleHa Add the neo-nazi plot to kill Rosie Cooper, and if we have America, then a number of terror attack mass shootings (on religious targets). Also, although it's not a 'we' thing, the 2008 crash/Iraq war?",0,religion
"Ya Allah continue protecting us from these evil people who don't value the lives of innocent people. Ya Rabbi make their lives miserable, let them burn in Hell 😭😭",0,religion
#LordKabirJi One Almighty supreme real god that proovide complete salvation is Lord kabirji as depicted in four vedas kuran bible guru granth sahib ji and all those personalities whom he met to provide salvation like guru nank dev ji URL,0,religion
First Cher says that she wants to see Trump raped in prison and now she says that when Trump wins in 2020 he will throw gays in internment camps And that's just this week Trumps approval has liberals losing their minds Hey Cher why havent you moved yet? URL,1,others
"Read the litany of threats for disobeying Islam & it ought to be abundantly clear these texts are designed to conquer through fear. E.g. 'They will wish to get out of the Fire, but never are they to emerge therefrom, & for them is an enduring punishment.' URL",0,religion
"During iftaar, let's not forget to pray for those who are less fortunate, those suffering in gaza, Palestine, Yemen, China.  The Prophet (Peace be upon him) said, ""Whatever is prayed for at the time of breaking the fast is granted and never refused."" [Tirmidhi]",0,religion
I kno life ain't fair sometimes but real bitches rare !!,0,gender
Bloody india will go to hell all these bastereds,1,race
This is for Rachel you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your trifflin dirty white racist ass you big fat bitch oompa loompa body ass bitch I'm coming up there and I'm gonna beat the fuck out of you bitch and don't even cal URL,1,race
Hey Muslim Minnesota AG @keithellison what are you going to do about @IlhanMN Immigration Fraud and Tax Fraud... the answer is not a ffffnnng thing. You're supposed to protect All the People in Minnesota from criminals...so do it @realDonaldTrump @OryBri @BreitbartNews URL,0,immigration
If any group other than white men was being radicalized on 8Chan it would have been shut down a long time ago. URL,0,race
@Moh_Alhouthi Mohammed Ali Al-Houthi: The UAE's message from Iran is a positive message,0,others
"Yes, I'm bi. This was a conclusion I arrived at fairly early in my coming out, but the biphobe who helped me come out (because he wanted to date me) had me convinced I was fully gay. Learned that lesson in a miserable way - never let anybody else decide your identity for you.",0,sexual orientation
Mind your business fucking niggers URL,1,race
"I LITERALLY GOT MY FAVORITE WHITE MAN, ISSA YES BABY",0,race
"What to speak of pakistan, even ausies can't handle short bowling of windiest, totally hostile #AUSvWI #CWC19 URL",0,others
cookie-cutter ass bitches DONT TOUCH MEEE,0,gender
2 alphas are waiting to be served by you pathetic faggots! #skypedrain #alphamale #cashmaster #cashpig #cashfag #scally #HumanATM #walletdrain URL,1,gender
About to be the Faithful Black Men Anthem,0,race
The Muslims are Colonizing Under Your Noses - Putting Muslim Representatives Into Position Only to Attack! URL via @BradleeDean1,0,religion
"And y'all hoes really confiding in a twitter profile about your nasty ass, terrible hygiene having ass habits. Bitch if you'll do this ain't no telling what else you'll do🤮",0,gender
U bitches got titties that sit up???? BORRING I'll sling my titties across a nigga neck like a lasso,0,gender
@HavkLore @BreitbartNews You are a racist. You don't think black women can make their own decisions. Abortion clinics are placed in cities for safety and support. Forced birthers are violent lunatics.,0,race
Y'all are so fucking worthless and useless. We don't give a shit about your meaningless words. You're just a sign of cash for us🤷‍♀️ #Findom #Cuckold #AlphaCouple URL,0,sexual orientation
a lot of cunty bitches in this world.  don't be a cunty bitch.,1,gender
How you pull up on that nigga and then get pussy and start snitching when he pull out the tool? Loser behavior smh URL,1,others
New York jihadi arrested for alleged grenade attack plot on Times Square ⋆ The Savage Nation URL,0,others
"Next up ""SUCK MY COCK HOMOPHOPE!""",1,others
But anyone makes a joke that y'all don't like and suddenly we racist like you deadass make jokes on Mexicans and their culture and when we do the same shit y'all sensitive about it.,0,race
@greg_scott84 @CanadaLove2019 You wonder how often #drunk #ClimateBarbie wakes up wondering who she did what with and too. She sounds like a crazy person with a syphilis induced mental disorder. That would explain a lot.  #TrudeauMustGo,0,others
"I'm Will Wright, I don't have an understanding of sexuality. It's all dancing, right? That's what my mum told me!",0,sexual orientation
IM SO PROUD OF HIM MÍ AMOR AMAZING PERFORMANCE <333,0,others
India is the type of girl to flirt with you and then when you try tame things to the next level she'll remind you that she has boyfriend last minute because she's clocked she's taken it too far,0,gender
"DAMN THAT FIRE BACK THOUGH!!!!  ""Just because I'm Latina doesn't mean I'm their nanny"" #JaneTheVirgin",0,race
The sexiest thing a nigga could do is get tf out my face,0,others
@MoneyLynch asked if there was a man around out of respect that if there was he'd like to speak to him instead because no man wants to hear their woman was arguing with another man 😒 common sense,1,gender
Don't waste good pussy on a trash ass nigga,0,others
"Just seen a tweet claiming that 'mass immigration had destroyed the lives of the indigenous British'. They must be bleedin old to have witnessed that, they were the Iron Age Celt's. Everything since then has been immigration. Even Farage is an immigrant....",0,immigration
@biannagolodryga These are enemies of Israel. Enemies should never be permitted to enter. Send them to some third world sh*t hole instead. Preferably one with Sharia Law. They are SCUM. @netanyahu,1,others
Y'all love being hating ass bitches so much and think it covers up your insecurity dont u,0,gender
What's the reason for people to talk about their sexual pleasure preferences publicly?,0,sexual orientation
"@Variety @deepikapadukone Hey please get us Indian Actress #HinaKhan video from the Red carpet today, She would be walking today at 5:30-6:30 (French Time)  #Cannes2019 #HinaKhanAtCannes2019 URL",0,gender
😡Vandals destroy Christian cemetery in Israel in apparent hate crime — RT World News URL,0,religion
"fuck a body count, you fuck white bitches?",1,race
I want to put my cock into some pussy and the pussy closes itself trapping my cock like a Venus fly trap does to its prey,0,gender
If you pay taxes to the municipality you are funding your own displacement white people! Fcuk the DA! URL,0,race
Retweet if you niggas would fuck my face until it was covered in my spit and your thick load @MaryHarrr #horny #boobs #tits #pussy #porn #amateurporn #nsfw #cumslut #blowjob #sex #slut #ass #dick #cock #jailbait #bbc #gangbang #cuckold #fuck #fuckme #whore #cumtribute #nude URL,0,others
MEN AINT SHIT TBEY DONT DESERVE US,0,gender
it be the ugly hoes doing the most bitch shut up,0,gender
Go cry in the shower pussy,1,gender
Like My Nigga @Liljosh0_ Said Finna Ice Out My Teeth Fuck A Price 🤑🥶,1,race
This #clip is hot! Just sold! Mailtimer BlackmaiI for Sissies + Faggots #BlackmailFantasy Get yours on #iWantClips! URL URL,0,sexual orientation
And fuck whoever hating on a nigga!,0,race
@Ilhan Hey kids Big Kahunna here the terrorist is at it again America can do nothing right in Issis Omar eyes. Guess what I don't give a fuck what this inbred says. Hey queen Issis go back to Camp Somolia wipe your ass with your hand and eat fuckin dead snakes. Get out of my country!,1,others
"I'm straight but I have a few friends who aren't so I made this TikTok in support. #supportyourfriends #lgbtq #loveislove @ Lake Havasu City, Arizona URL",0,sexual orientation
".@Ilhan I wouldn't call being a Muslim plant who was frauded into office, being given an opportunity. AMERICA wants you out! Nobody is falling for your FAKE ass 🐂💩. We all know the intent of your kind. We aren't going to stand down. This is NOT Muslim soil. #IStandWithTrump URL",1,others
"I wish some nigga would eat y'all pussy the right way so y'all can stop trying to bash niggas as a whole , instead of individually",0,others
"BREAKING: ""Our Special Forces Are Battle Ready For Any Indigenous Tribe That Tries To Stop Our Movements"" – FUNAM/MACBAN ( Miyetti Allah, The Administrative Wing Of Killer Fulani Herdsmen, The World 4Th Terrorist Group Domicile In Nigeria).  #FreeBiafra  URL URL",0,others
i hope you rot in prison you sick bitch!!,0,others
Go F yourself... And save yourself and other English citizens from YOUR knife-wielding thugs on the streets... URL,0,others
"Find these dirty trifling hoes, smfh! Got this man set up and killed on his birthday! Burn these hoes! URL",1,gender
"""It appears Americans are Hated all over the world. Every Customs Search wants to see you tortured and killed by all their Yelling and Screaming, going back to the end of the Hundred-Human Line, or beaten to death because in 1911, the U.S. Army banged their Whore Grandmothers."" URL",0,others
"""No Woman Can Control Me.. No Woman Can Control Me"" ""No woman can tell me what to do"" But Once She Says ""Go Lock the Door First"" You Fly Like A Bird.😂😂😂",0,gender
"@Queerty I'm black, Gay, Republican, a Trump supporter, and have PLENTY of conservative allies. Stop using this tired internet rag to divide people.",0,sexual orientation
"Quick question for ""Native"" men claiming multi-million dollar study by experts is ""wrong"" & Native men are ""actually"" to blame for MMIWG: What's your plan, to show that Native men are so much more noble than non-Natives they would step in & take blame proven to not be on them? URL",0,others
"Rand0m guy: Yuh black asian guyz be unempl0yed getting galz pregnant , h0w y0ur sperm w0rk but yuh d0nt ??? Le meh : Sperm iz white yuh MF 😏",1,race
Lmaooooo niggas are crazy that's all I have to say,0,others
"A man wrote an article called: THE RISE & FALL OF THE SALAFI DAWAH IN THE U.S. So Allah punished him with his own false claim, by leading him away from Islam & so he left Islam! Even though he says he has returned, we ask: WHO ROSE & FELL O FOOLISH ONE?! The Salafi Dawah or YOU?",0,religion
"@cherryxkitty Overstuffed pussies and assholes! I've seen a cam model shoves around 20 Lovense in both, EACH! Another put FOUR 12 inch+ in her pussy! SEVERAL that have 3ft double headed dildos and such ALL THE WAY IN PLUS... ANOTHER dildo to help it in further!",0,gender
faggots save the earth 2k19,0,sexual orientation
PLEASE RT - BLACK TRANS WOMAN IN CRISIS. PLEASE HELP WITH WHATEVER YOU CAN. URL,0,race
@rezaaslan You talk sh*t about eradicating a woman and you can't handle the sh*t you get back. Punk Ass Bit*h.,0,gender
"@th3j35t3r Nooo, lock them up, throw away the key & let them have the same conditions as those poor souls at the border for the next 40 or so years.",0,immigration
Americans are dumb as f**k,0,others
"The front page for Monday, August 5th.  In a country that has become nearly numb to men with guns opening fire in schools, at concerts and in churches, the back-to-back bursts of gun violence in less than 24 hours left the public stunned and shaken. URL URL",0,others
@digitalsista @Just1NinJa @sairasameerarao Please note that Democrats have seen to it that blacks have had about 5 times the abortion rate of whites. Think about it.,0,race
When Sammy from Rocket power said there's sand in the potato salad and he still ate it we should have known white folk were different,0,race
6 days out of every month I hate men. I can not tolerate them and don't want to be around them during that time. -,0,gender
Choke me and tell me what a good slut I am while you pound me with your cock. URL,1,gender
.500 Avg 4 HR 13 RBI Aaron Schunk in the Athens Regional ... SAVAGE 🔥 URL,0,others
"I will never be fucked up bout no nigga again, soon as I see them signs✌🏽 gotta learn to trust your instinct and when to leave no matter how much you think you like a mf or how much you think a nigga fucking w you 💯",0,race
This nigga gone make me fuck him up if he keep fuckin wit me,0,others
thankful for the women that i know.,0,gender
"@KhurafatiChopra @IndianExpress Sikkimese people are Indians as well & it is pertinent that their conviction that nobody can get away by making anti-India statements of such nature, be it a sitting Minister, is strengthened further. I express my heartfelt gratitude that you took the time to",0,others
Nigga be havin me crying URL,0,gender
"If you actively disagree with Catholic teaching, you're not Catholic. And if you disagree with what the Church teaches, I'm not really sure why you want to call yourself Catholic anyway.",0,religion
"@people Bitch is going to lie!!! She must need money or graving attention, she only wants to be in the lime light again. Go away you murderer!!! BURN IN HELL!!!",1,others
"@ThomasJTobin1 You won't burn in Hell because there isn't one.  But you can die knowing your entire time on Earth was spent demonizing innocent people, you fatuous putz.",0,others
This is what mass immigration has done to Europe. Is this what young men stormed the beaches of Normandy for? Is this the Europe that millions of men fought and died for? URL,0,immigration
"the fact that niggas expect to be applauded for not being sexual predators is beyond me. this one nigga told me ""ima always ask for consent"" like, congrats. u regular. ur a fish & ur swimming.......",0,others
why do men think they know what's best for women. take a seat and shut the fuck up,0,gender
I'm tired of movies that cast POC for roles that revolve around race all the time. We don't typically see movies set in America about AMERICANS of color that don't fixate on the fact that they are of color and I'm loving this URL,0,race
u gone fuck 100 lame bitches trynna make me mad,0,gender
"Damn, i really got no friends. A nigga be bored as shit",0,others
Hindus in Pakistan. Their fate. #HumanRights URL,0,others
Reply with Nayeon gay to clear the searches   URL,1,sexual orientation
THE WORLD IS FULL OF GOLD OIL DIAMONDS EVEN SHIT STINK PAINTINGS GO FO BILLIONS AND A NIGGER BROKE. SOMTHING FISHY GOING ON,0,others
The other state being The Caliphate ISIS is trying to get started URL,0,others
"@FornewsJon @ChatByCC @realDonaldTrump If she said ""only the people of color is allowed to stand up against racism"", that's racist. But she is saying everyone MUST, especially themselves.",0,race
"We live in a country in which half of young trans people report having attempted suicide, and the @NSPCC has ceased working with a trans model and activist in response to an anti-trans campaign, during Pride month, whilestusing the Pride flag. Boycott them. URL",0,gender
"@muralithambatty @myhackedheart @DrTamilisaiBJP @HRajaBJP Amam da.. Acid kumbal buthisaali pithamaganunga.. 40yrs of DRAVIDIAN rule what were the ppl ble to achieve abuse in Twitter, or follow as a donkey without verifying the facts. Poonal arutha thiruttu kamnati pasanga.. Dmk or dk to save their seats directed hatred towards othrs😂",0,politics
@DramaFollower I would watch the 5 of those women read a menu in a Cracker Barrel with more enjoyment than a lot of what gets offered up. No doubt 🙌,0,gender
"@MehrnewsCom Irrelevant to millions of Muslims reduced to Genocide, poverty, foreign slavery. Muslims should be happy Iranians doing well. So what, if Yemenis bombed to stone age, Millions of Syrians wash toilets in West, Iraqis bombed out of their homes. Irani WINS either way. @khamenei_ir",0,others
y'all pieces of shit that make these hate accounts are really some grade A bitches with no life. get a hobby get a job or something damn,0,gender
men AND women are fucking trash,0,gender
"We bomb you. We invade you. We occupy you. We colonize you. We kill your chosen leaders.  We destroy your civil society. We arm those who then oppress you. When you eventually retaliate against our violence, we then attack your religion and culture.",0,religion
Girl you pussy needs to be washed out causing another hole in the o zone layer 🤢 URL,0,gender
this is so fucked. why would ANYONE do this to this poor girl. i wanna fucken burn them ugly fat bitches to death SLOWLY URL,1,gender
This recent episode of #PoseFX is so powerful. So many black trans women are dying and we must do something about it.,0,others
"@ayy_mamichula @kaden_spinelli @lexxynicole23 @Beaukayy He's talking about evidence of him paying 85k to murder young black men, dipshit",0,race
@hazthesaz Then... for men sex in the mosque? 🙄 Or sex in general but with whom if women are excluded? 🤣,0,others
Yes yes mistress @AnzuAsireNew. Give me your big cock please I beg you. Give it to me and fuck me like the toy I am. I live to serve you and your superior futa cock!!!!!URL,0,gender
People who get offended about what you say toward their vitsa are butthurt faggots,0,gender
@PhilippeReines What's the difference between nazi Germany and the US now? 80 or so years? Concentration camps? The night of broken glass vs racist killings like El Paso? Only 1/3 support for Hitler vs Trump? Suggestions for a police state like the Gestopo? Fascism on the rise again .... 🚨,1,politics
"Accept your fate as a denied, chastity bitch completely bound and helpless while Mistress @EmilyWillisxoxo drives your locked cock insane! URL - #Chastity #Femdom #FemaleDomination #FemdomPOV #TeaseandDenial URL",0,gender
Happening now at the Portland ICE building. Look at the cops trying to decide whether or not to arrest these Jews for trying to shut down US concentration camps. #NeverAgainIsNow #ChingaLaMigra #AbolishICE URL,0,others
"Niggas part yo ass cheeks so wide til yo ass crack gotta paper cut, chill bro.",0,others
"""Kill Them All, Slit Their Throats"": ISIS Warns of Terror Attacks in San Francisco, New York, London URL",1,others
"America has become over-privileged if this is the current news. People make this a national incident, because compared to most of the rest of the world; our struggles in life are insignificant as a country. URL",0,others
This bitch tried to come for me. Thinking I was tryna skip her. With the wrinkled fake Gucci.. BITCH DISGUSTING,0,gender
"we are, it seems, a nation of pissy church ladies, cops, and scolds URL",0,religion
"1) This type of person is allowed to reproduce, and vote. Let that sink in. 2) She'll get a slap in the wrist. She's a woman and a mother. Does the state really want to care for the child because she took shots and called the cop a n****r? Doubtful.",0,gender
"@David_Challen @nordicmodelnow Ironic how bindel fought against coercive control for certain women, but when it comes to sex workers, she's happy for them to be pregnant and imprisoned under the laws she lobbies for? What's different about us? URL",0,others
Only in Israel is the insult towards a far far right man that he is part of the left URL,0,politics
The Iranian Regime has full control over Twitter and other FakeNews outlets! We need your support ASAP freedom lovers. This needs to be exposed pronto! You can find @HeshmatAlavi at this great platform with such legends as #ThomasWictor URL,0,others
FAGGOT'S LIFE - Total submission is the greatest gift a faggot can give his Sir. IT ISN'T FOR THE WEAK. IT ISN'T EASY. URL,0,sexual orientation
Tired of fuckin w these lame niggas baby I just need a thug,0,gender
Claim 16- Youth beaten for his muslim name. Reality- It was a roade rage incident and even victim has not mention any communal angle. Conclusion- @IndianExpress falsely reported that youth was beaten for having muslim name.  URL,0,others
"""Why would anyone be afraid of coming out as asexual""  Exhibit A:  (Source: 2016 Asexual Census) URL",0,sexual orientation
It's fair game once you disrespect me fuck her ass 💅🏼,1,gender
"Germany May Simplify Visa Requirements For Russians Under 25 In Fierce Attempt To Deal With Own Social, Demographic Problems URL",0,immigration
@KMBringas Homophobia is so 2016,0,sexual orientation
"I remember, whenever we try to record a protest or any campaign regarding #Kashmir people don't take any interest. We're only fighters on social media, we don't even force our so called Kashmiri politician/leaders to talk on Kashmir issue.",0,politics
Fuck Yeah ! Hot AF Sweat Fuck'n Drippin' Fuck Whore Takin' a Fuck'n Punishin' Hard Fuck'n Rough Drill Down for a Balls Deep Fuck'n Unload from Dirty AF Top Dayton O'Connor Floodin' His Used Fuck'n Whored Out Cunt (T.I.M)(Part 2) 👍 URL,1,gender
What a hot piece of tattooed ass @lucasleonxxx is while taking dick 🍆🍑🍆 from @RickyRoman91 & @JoshMooreXXX in both of his holes. 😈🔥😛. I'm edging to this hot scene and need to cum so bad! 🍆💦😜 #gaythreesome #bareback #fucking #bbbh #gaygroup #gay URL,0,sexual orientation
"wtf is ""cuh"" bitch i will kill you",1,gender
make it the whole month you racists,0,race
@_dralaterdzo This asshole needs to be deported.,1,immigration
Last RT Know wayyy too many niggas and females both who been lame af and that did that shit just to make a name.. i know the real you 🤷🏾‍♂️,0,gender
Your masculinity left you once you started sucking dick on command.,1,gender
"My friend jerry is white and plays COD all the time. He hasn't shot a single person. Stop coming up with dumbass excuses, just call him a murderer like he is. URL",0,race
@cuntyjen @monosolares It's still better than this nigga who still doing the same shit and your dumb ass still find excuses,0,others
I wanna handcuff you like this just so I can eat you out from behind messy as fuck while I have control and you can't run anywhere. URL,1,others
"Bishop I Makamu is caught in a Facebook war with Bishop Vusi Dube, and he's about to set the record straight as he meets with other men of God to discuss a way forward in redeeming the reputation of Christianity. #IAMBishopIMakamu Tuesday at 22h00 on #MojaLoveTv DStv Ch 157 URL",0,religion
"@dbongino Especially @NicolleDWallace's arrogant & provocative lies about ""extermination of Latinos""",0,race
its a good day to love men,0,gender
I found out the reason baiyli is such a hoe: she played some weird ass game where she collected boyfriends,0,gender
@nikkijones674 Nice ass want to fuck,0,others
Here goes this fat bitch with her stupid ass memes that will NEVER! Be relevant get a life and go find a baby daddy bitch😂,0,others
"Imagine disliking a group of ppl that have no bearing on your own life, sooo much you decide to gain clout through trying to trash their beliefs & practices.  All the while, ""Mormons"" big chillin laughing at the squares trying to come up with new insults. 😂 We heard it all, sis. URL",0,religion
This is Canada . Off to ladies jail URL,0,gender
i hate these gay losers URL,0,sexual orientation
it's almost pride month sakura haruno is a catholic lesbian,0,sexual orientation
"Today is International Day Against Homophobia, Biphobia and Transphobia, which is sadly still needed today. We will always challenge inequality in the workplace and society. #IDAHOBIT #Equality #JoinUNISON URL",0,sexual orientation
Wack ass Lame Ass Bitches,0,gender
what a fucking slut. my slut of a husband. whom I love and will miss forever 😩😭,0,gender
"Some 4channer talking about me: God, I just want to pin her down and fuck her until she's thin. Me, an intellectual with a feeder kink: God, I just want you to pin me down and fuck me while feeding me McDonald's till I'm huge.",0,gender
"Kihyun has always been so supportive towards female Monbebes & stands for their rights, he treats everyone equally regardless of their gender & knowing he wanted to get LGBT flag from Monbebe & how happy he was seeing it...YOO KIHYUN IS THE ONLY MAN EVER!  URL",0,gender
"When you become Muslim the what you read  1. "" There is no God worthy of worship except Allah "" . 2. "" Kafirs will burn in hell""  So no existence of Ram krishan. When you become Christian What you read ""Non believers are Heathens and will burn in hell"". Result: u are moron. URL",0,religion
@kinky_cutie_ Jesus fuck. And I thought men were bad here,0,gender
Every man had a failsafe way to prevent abortion: find someplace else to ejaculate besides a vagina. Simple. #WomensRightsAreHumanRights URL,0,gender
"And @AlvinZhakata has a special message for the #AFCON2019 hosts, EGYPT and the people of Africa. He's a man that clearly believes that our future, as a continent, is in togetherness and unity... URL",0,others
@SlimeBallNino On me he was hard on that nigga fasho,0,race
@JirahPrado Cause girl can't seat on that nasty toilet bowl 😂😂,0,gender
"We're proud to be launching the @BPSOfficial Guidelines for working with gender, sexuality and relationship diversity at #PoSConf19 URL URL",0,gender
@SpillerOfTea @Telegraph @CamillaTominey What is it about the attractive Duchess of Sussex that ugly white female journalists with faces like a bulldog licking piss of a thistle find offensive?,1,gender
